id,full_text,is_real
8641,shoutout got first vaccine tonight last minute call st laurent location live kanata drove half hour staff waiting get last one night grateful guys best thank,1
8642,pfizer dmd gene therapy phase iii trial faces us delay sarepta close gap scrip,0
8643,booked second vaccine next week grateful amazing roll completely unrelated subject cold need hot water bottles may,1
8644,selfreplicating covid vaccine technology began racespecific depopulation bioweapons years ago,0
8645,recently added pharmacy vaccine waitlists got textemail one 30 mins ago appt booked 14th im technically even eligible 8am tomorrow impressed relieved grateful af,1
8646,covid vaccine kills 10 times many people flu vaccine still dangerous youre young healthy covid completely harmless dont think would unreasonable think vaccine may risky virus,0
8647,grateful incredibly smooth wellorganized covid19 vaccine administration today north delta community centre amazing helpful staff firefighters administering pfizer shots team thank,1
8648,according thisd 50 need worry covid need get vaccine many said along,1
8649,second moderna jab grandmother seems clear cant tell grateful bit good news bad bad time,1
8650,roadtoserfdom theyre vaccine passports theyre movement licenses vaccine experimental gene therapy lockdown best completely pointless universal medical isolation worst ubiquitous public incarceration call things,0
8651,pfifty percent pfizerized long 14 months feeling super grateful one step closer normal thank science health care essential worker community wouldnt without,1
8652,vaccinated loving far ive critical canadian bc govts roll remain super grateful hard work front line workers shots arms,1
8653,got 2nd covid19 vaccine shot glad grateful,1
8654,received 2nd pfizer vaccine today son received yesterday 2 weeks ill taking summer clothes etc grandchildren mask finally get hugs almost 15 months thankful grateful emotional acknowledging im blessed,1
8655,got first dose vaccine today thank wonderful staff running clinic im extremely grateful,1
8656,got vaccine fact give autism 2 read minds still dont know fuck people mean say,0
8657,mirror jab neutralises brazil south africa covid variants latest trials also found third dose either current covid19 shot experimental new vaccine candidate increases immunity,1
8658,got first dose vaccine morning grateful nurses staff working clinic scientists conducted research many years enable success,1
8659,major counties agreed politician person power forces vax criminally civilly liable criminals period yes vaccine experimental experiment,0
8660,vaccine update hours think im starting ship bkdk please avoid costs actually dangerous,0
8661,theyre vaccine passports theyre movement licenses vaccine experimental gene therapy lockdown best completely pointless universal medical isolation worst ubiquitous public incarceration call things euphemisms,0
8662,two texas legends room amp star grateful drews work raise awareness vaccine,1
8663,extermination machine unmasked vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon via,0
8664,hr report bighteon youll find lovely situation darpafunded racespecific selfreplicating vaccine bioweapons special attention south africa 1996 end,0
8665,people aged 50 britain offered 3rd covid vaccine shot autumn times reuters many experimental jabs needed fight illness 015 death rate cure worse disease,0
8666,grateful supported temporary ip waiver covid vaccine formula speed vaccines rest world strong measured morally appropriate decision aint great sanity returned presidency,1
8667,genocide us following experimental covid injections amp government cdc amp mockingbird media know nearly 3500 dead amp almost 90000 injuries reported,0
8668,im grateful husband amp concerned contracting covid19 since got vaccine shots older people elevated health risks without worry killer virus covid19 show amp take shots get,1
8669,sorry im sheep dont want gene therapy vaccine help sell special anti aging bath bomb cream together turn 5 500000 night,0
8670,grateful wish could happened sooner us supports vaccine patent waiver proposal world trade organization,1
8671,earlier wandered around empty junior high sports fields waiting son received 2nd dose moderna building grateful relieved,1
8672,case need hear viral vector mrna vaccines experimental long term efficacy long term safety data fda approved take jab get injured recourse liable,0
8673,mrna gene therapy never approved fdathey lie us telling us vaccineis vaccine,0
8674,moderna inc mrnao said wednesday early human trial data shows third dose either current covid19 shot experimental new vaccine candidate increases immunity variants covid19 first found brazil south africa,1
8675,right everyone must get untested vaccine doesnt stop getting covid another federal con job,0
8676,fauci claiming experimental vaccine beats natural immunity cites article published april april theyre gathering data guinea pigs people got jab fraud fauci knew effects man playing god,0
8677,shot 2 arm feeling little nervous side effects mostly overwhelmingly grateful,1
8678,fully vaccinated call pfizer princess,1
8679,grateful vaccine link never forget,1
8680,scare enuf take flu c19 vax approved fda dont kill amp love taking experimental jab,0
8681,cant believe got second dose vaccine one week ago grateful fully vaccinated go home june covid week lockdown fully vaccinated 13 months wild relieved,1
8682,took c19 vaccine yesterday except slight drowsiness im feel normal grateful cpha early roll vaccination program,1
8683,time talk greed pharmaceutical industry ok lets start waiving ip experimental vaccines az pfizer jampj moderna et al granted taking public research research dollars experimenting world,0
8684,us fda issued emergency use authorization experimental vaccines mention eye disorders specifically fact sheet warn additional adverse reactions may serioususe pfizerbiontech covid19 vaccine,0
8685,may 5 reuters moderna inc said wednesday early human trial data shows third dose either current covid19 shot experimental new vaccine candidate increases immunity variants covid19 first found brazil south africa mrna,1
8686,second shot moderna got dad jacked grateful right hes antivaxxer q nut,1
8687,actual science showing risk children infinitesimal would president push covid experimental vaccine could hes trying get rid giant supplies pharma companies indemnified many questions,0
8688,im still taking experimental vaccine theyve finished testing guinea pigs im thinking 2030 earliest,0
8689,grateful vaccine brace,1
8690,consider financial ramifications vaccinepushing globalists manage achieve genocidal goals must 1 avoid deadly vaccine costs 2 get dollar amp hard assets survive dollar debt collapse,0
8691,experimental vaccine know wont become ill exposed newly vaccinated person woke bs,0
8692,since december massachusetts administered 6313251 total vaccine doses 2661078 people fully vaccinated,1
8693,imagine people excited health taking care bodies making immune systems indestructible instead yall hype experimental vaccine created virus 99 survival ratecant relate,0
8694,heres covid19 vaccine infertility myth came true,1
8695,brother essential worker hot spot doesnt live one hasnt eligible got vaccinated pop today grateful happy reason got friend helping sharing vaccine info caring,1
8696,employer may soon require fully vaccinated want return office via,1
8697,2nd pfizer got 18 hours achiness mild fever dizziness today back normal finished 6 hard hours landscaping soooo glad fully vaccinated,1
8698,theyre vaccine passports theyre movement licenses vaccine experimental gene therapy lockdown best completely pointless universal medical isolation worst ubiquitous public incarceration call things euphemisms,0
8699,new york baseball fans fully vaccinated wont keep distance ballpark starting month gov andrew cuomo said wednesday shows return broadway september theaters return full capacity,1
8700,absolutely appalled parents would even consider injecting childs immune system experimental vaccine approved emergencies virus 99 recovery rate one child abuse 100,0
8701,beyond grateful received first covid vaccine dose evening birthday tomorrow basically feels like early gift,1
8702,got pfizer vaccine today even full anxiety attack anyone invite dispute vaccines amp ill personally im grateful,1
8703,today monumental day feeling lucky grateful,1
8704,got second vaccine first one felt pinch put one felt go felt weird tingle go whole arm depends nurse fastslow go push meds remember second need worry,1
8705,guys dont take covid vaccine ive boner since 9,0
8706,im grateful complete series today thank,1
8707,jab bioweapon,0
8708,boone county highest percentage population fully vaccinated missouri may 3,1
8709,got second dose pfizer vaccine today fully vaccinated say best family feel good relieved,1
8710,situation update may 5th 2021 darpafunded racespecific selfreplicating vaccine bioweapons revealed mike adams must video opinion conservative news,0
8711,coronavirus conspiracy theories vaccine infertility rumours spread young via,1
8712,reason gonna take vaccine thought wldnt take test go places anymore even im fully vaccinated still gotta taking test travel wtf,1
8713,think vaccine causes infertility reproduce,1
8714,vax experimental vaccine definition 99 survival rate heres,0
8715,given vaccine covid probably indicates experimental gene therapy shot harm good sheep think,0
8716,dr david martin experimental mrna covid vaccines vaccine medical device,0
8717,number fully vaccinated people tops 1 million total vaccines administered 3309788 108576 wednesday first shots 2272659 second shots 1037129,1
8718,pfizers dmd gene therapy pf06939926 continues show acceptable safety potential substantial benefit phase 1b trial click read,0
8719,second shot done beyond grateful thank science amp,1
8720,really really really want think gene therapy theyre pawning vaccines really say,0
8721,trisha yearwood grateful receive first dose covid vaccine contracting virus,1
8722,unproven vaccine many athletes take vitamins supplements protein shakes also fda approvedlmaoooooooo,0
8723,full gambit symptoms moderna vax number 2 fever chills nausea puking body aches fatigue slept bathroom floor last night still grateful able get vaccine also wishing could margarita,1
8724,first jab az vaccine apart hours feverishness disappeared good nights sleep ibuprofen side effects incredibly relieved grateful nhs,1
8725,slowdown comes hawaii reached milestone nearly 63 16andolder population fully vaccinated tuesday,1
8726,afternoon gratefully received second dose covid19 vaccine getting fully vaccinated best way end pandemic protect one another,1
8727,3916 vaccine doses given wr yesterday 99 people fully vaccinated 28 population received doses 211k total vaccines administered overall,1
8728,grateful two million minnesotans rolled sleeves completed vaccine series protect community deadly disease gov tim walz said press release,1
8729,pharmacy vaccine waste dementia gene therapy maryland pushed bad covid tests,0
8730,day 2 track got messed im grateful force supportive friends opportunity protect body stop spreading deadly disease others together solidarity,1
8731,darpafunded racespecific selfreplicating vaccine bioweapons revealed mike adams must video,0
8732,got second covid19 dose need let ribosomes work ill fully vaccinated 2 weeks shout staff volunteers making clinic run smoothly,1
8733,walkins accepted continue able provide covid19 vaccine patients neighbors community members strand theater grateful partners effort including hospital,1
8734,vaccine basically experimental product isnt fully fda approved still gotta wear mask people still catching covid taking shots im hella coooo g,0
8735,second vaccine morning far feeling bad bit tired thats feeling grateful thank brilliant volunteers north centre,1
8736,finally grateful everyone pushing keep promise people gt profits,1
8737,got second jab moderna happy fully vaccinated two weeks still going social distancing wearing mask,1
8738,two weeks second pfizer jab ready hugs high fives fully vaccinated friends,1
8739,another death jab member elite satanic cult propagating deathdestruction depopulation tells people ignore concerns warnings vaccine danger,0
8740,fucking hate mom much shes banishing grandpas old place took vaccine apparently taking vaccine makes bioweapon two weeks,0
8741,pfizers experimental gene therapy vaccine available schoolchildren via @,0
8742,vaccines 100 cause autism covid vaccine kd warzone jumped 5 became significantly goated quick scoping,0
8743,nice interactive select data want many total vaccine doses administered demographic fully vaccinated etc hover cursor state,1
8744,city announces concert series fully vaccinated chicagoans,1
8745,literally bribe people get vaccine nobody thinks crazy,0
8746,fully vaccinated moderna mommy today 245,1
8747,hesitancy among latino partly based desire rely gods protection ministers tell church members vaccine tracking microchip others designed reduce latinos causing male infertility,0
8748,usually keep personal items go get vaccine go hug 81 year old dad need worry endangering havent seen person two years pains,1
8749,got 1st jag today az one originally called oxford vaccine wanted swathe union jack people suffered dangerous side effects,0
8750,vaccine pandemic spike protein bioweapon people receiving mrna shot body transformed bioweapons factory thats exploited infect others people vaccinated super spreaders,0
8751,second poke think youre fully vaccinated annual revaccination moderna plans third vaccine booster shot ready fall via,1
8752,last makes sense accuses selfinterested countries ie seeking save lives exploiting pandemic acquire technology bioweapon potential,0
8753,lets get straight pandemic killed almost 2 million worldwideyet pfizer pharmaceutical developer one many rushed vaccines set rake around 26 billion sale blurred lines protect profit billionaires invisible,0
8754,adair county 28 percent residents fully vaccinated,1
8755,get second shot pfizer wish luck minutes ill fully vaccinated hated dumb republicans trump supporters lets,1
8756,orange county covid19 vaccine tracker 29 people fully vaccinated,1
8757,extermination machine unmasked vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon,0
8758,got 2nd vaccine shot happy fully vaccinated,1
8759,everyone visit vaccinesgum says covid amp vaccine salesmaninchief would funnier werent tragic hes peddling americans buy guinea pig status experimental vaccseen already killed bunch people worldwide ok,0
8760,yall ever notice always mf already got vaccine whos mad cant accept fact theyre cooked lmao like dont want take life ending experimental drugs,0
8761,cant believe personally know idiots wont take vaccine bc think vaccines cause autism,1
8762,fully vaccinated dc eligible age grounds ampwhile still act careit make normal life complete confidence vaccine amp experienced side effects hope everyone get vaccinated time comes lets beat,1
8763,gta family member messaged covid positive amp feeling unwell dear naci vaccine shop amp fully vaccinated az marchand im grateful,1
8764,vaccinating children using experimental vaccine questionable grow suffer health problems told genetics,0
8765,cdc 3005 recorded deaths vaers following covid19 experimental vaccines total vaccine deaths past 13 years via vaccine adverse event reporting system vaers,0
8766,im learning vaccine wouldnt cause sterility mrna used vaccine ability cause protein spike longterm result infertility,0
8767,states push back use facial recognition police communist country first take dna genealogy tests deny us rights patriot act tax us death lie us untested vaccine,0
8768,got second dose vaccine yesterday far got arm soreness hooray fully vaccinated two weeks still gonna act like im though take precautions im pleased little less uneasy public,1
8769,getting second dose moderna today bout fully vaccinated yall,1
8770,recently hugged vaccinated family member felt afterwards doubts vaccine shedding theyre using vaccinated people hosts infect others carry depopulation agenda medical genocide,0
8771,106m people fully vaccinated us vaccine deadly disease lunatics claim thatd mean wed 18m americans killed wed stacking corpses like cordwood insane people even remotely broach thought,1
8772,vaccinated people terrified unvaccinated people vaccine mean dna altering synthetic jabs really protected,0
8773,got 2nd dose vaccine fully vaccinated lets goooo,1
8774,high risk supposedly still unvaccinated untested vaccine oops sorry testing taking place right let,0
8775,2nd shot 2 weeks fully vaccinated live austin trouble finding vaccine sign austin public health,1
8776,behold fully vaccinated 17year old beware go like,1
8777,pfizer teenager one shot away fully vaccinated family,1
8778,got second dose moderna vaccine two weeks ago today guess means fully vaccinated,1
8779,moderna mami checking fully vaccinated,1
8780,im fully vaccinated ms pfizer showing ass last 12 hours tylenol finally kicked,1
8781,situation update may 5th 2021 darpafunded racespecific selfreplicating vaccine bioweapons revealed,0
8782,vaccine vaccine answer experimental gene therapy via @,0
8783,fully vaccinated thanks milkmaids accidentally discovered first vaccine,1
8784,vaccine update 7282531 total doses administered new jersey 800 today 3368129 new jerseyans fully vaccinated 72 way goal 47 million fully vaccinated new jerseyans june 30th learn,1
8785,project coast proves existence selfreplicating vaccine depopulation bioweapons,0
8786,woohoo two weeks second vaccine dose say im fully vaccinated,1
8787,indiana reached milestone comes covid vaccinemore two million hoosiers fully vaccinated according indiana department health,1
8788,technology used vaccines potential deliver safer effective gene therapy weve invested new study investigate use lipid nanoparticles method delivering genetic material,0
8789,tomorrow second dose pfizer covid vaccine hit 2 week mark fully effective 95 officially fully vaccinated relieved doesnt even begin describe feel,1
8790,yall ready send people early graves experimental vaccine promo,0
8791,officially fully vaccinated pfizer fairy,1
8792,government gone get dont take vaccine,0
8793,call moderna montero im fully vaccinated dose 2 running veins,1
8794,city announces concert series fully vaccinated chicagoans,1
8795,fully vaccinated yesterday thank science also side effects remember potential vaccine side effects much mild part get vaccinated,1
8796,new chicago concert series fully vaccinated via,1
8797,experimental rushed vaccine never sat right,0
8798,xan phase need worry whats vaccine,1
8799,gene therapy fast covid vaccine decades making via,0
8800,tazewell county covid19 vaccine tracker 33 people fully vaccinated,1
8801,guess spun highway way vaccine appointment police help get back road also guess whos fully vaccinated,1
8802,remembered get second pfizer shot tomorrow fully vaccinated szn,1
8803,celebrating cinco de mayo shot moderna fully vaccinated yall get celebrate nephews 4th birthday finally meet new lil bro 2 short weeks,1
8804,fully vaccinated,1
8805,injected wmrna vaccine bodies turn bioweapons factories churning spike protein particles shed mouths ampskin infecting everyone around spike protein biologically active causes blood clots leading,0
8806,youve ever iced kams pre 2019 dont need worry whats vaccine,1
8807,got second vaccine yesterday felt fine excited fully vaccinated,1
8808,vaccine number two im finally fully vaccinated thank god science especially thank god nhs smooth vaccine centres,1
8809,policy,0
8810,17 people living pueblo county fully vaccinated may 3 according data centers disease control prevention,1
8811,today marks two weeks since second pfizer shot means im fully vaccinated,1
8812,fully vaccinated moderna,1
8813,vaccine finally scheduled,1
8814,vaccine human use basically test run clinical trial first ever use humans heck would anyone agree guinea pig mrna injection gene therapy,0
8815,congratulations big pharma managed convince bunch sheep experimental unapproved gene therapy vaccine safer drug around without incident nearly century,0
8816,still fckin baby daddy cheated dont gotta worry whats vaccine,1
8817,discovered pfizer coronavirus vaccine may long term health effects previously disclosed including als alzheimers neurological degenerative diseases mass depopulation part agenda,0
8818,trap,0
8819,cant think rationally exists proven affective treatments virus experimental injection completely unethical unnecessary think vaccine necessary brainwashed fear,0
8820,sort platform amp push blind trust big pharama amp demanding mandatory vaccines calling everyone simply questions amp distrusts experimental vaccine w many issues antivaxxer might well deep throat imperial boot moronic cuck,0
8821,raw sex w strangers dont gotta worry whats vaccine,1
8822,warning drive inject largest possible portion population experimental covid19 vaccines madness involves evil includes crimes humanity may intention massivescale depopulation,0
8823,husband reading vaccinecapacity limits info gov hilarious outdoor gatherings square footage outside rushed vaccine work doesnt,0
8824,beware financial fallout vaccine bioweapons death wave collapse tax revenues pensions real estate values dollar inevitable com20210504bewarethefinancialfalloutfromthevaccinebioweaponsdeathwave html,0
8825,way gonna die untested vaccine killing people contains strange ingredients,0
8826,title gene therapy fast covid vaccine decades making link sent pittsburgh postgazette download pittsburgh postgazette app play store link,0
8827,info wars compostsformerpfizervpblowslidonvaccineschemeentirelypossiblethiswillbeusedformassivescaledepopulation,0
8828,wym put tracking device vaccine thought iphone every bit information ive put internet,0
8829,bioweapon mass destruction,0
8830,vaccine still isnt vaccine experiment get vaccine makes guinea pig experiment even fda approves still doesnt fit parameters traditional vaccine instead mrna gene therapy,0
8831,youd nuts experimental gene therapy kids,0
8832,parallels gmo covid vaccine gmo crops lessons learned although gene therapy never cured disease,0
8833,anti mask protesters sign today said dna altering vaccine yes theyre correct spitting straight facts,0
8834,requiring mask worn taking vaccine makes much sense forced wear condom tubes tied amp youve snipped isnt vaccine experimental gene therapy,0
8835,every single person put dumb fkn selfie got jabbed experimental toxin every celebrity doctor politician coaxed dumb masses getting toxic death vaccine mofo murderer blood hundreds thousands hands,0
8836,12 pfizer moderna running clinical trials experimental mrna shots 11000 children young six months old trials began midmarch moderna calls study kidcove johnson amp johnson astrazeneca also using children guinea pigs,0
8837,extermination machine unmasked vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon,0
8838,32 doctors 11 countries warn taking experimental mrna covid vaccine petey vid,0
8839,accelerate path discovery clinic droplet digital pcr precise sensitive method check quality therapeutic product discover aav gene therapy workflow,0
8840,infectious disease expert debunks covid19 vaccine infertility myth nbc bay area,1
8841,forcing 70 population get experimental vaccine thats approved fda virus 98 survival rate participation rate dropping vaccines shelf life pfizer might losing money shortly smart,0
8842,infectious disease expert debunks covid19 vaccine infertility myth nbc bay area infectious disease expert debunks covid19 vaccine infertility myth nbc bay area era mass covid19 vaccinations ending atlantic best thing,1
8843,doctor former pfizer vp claims rushed vaccine could cause permanent infertility catastrophic side effects news views,0
8844,pfizer criminal theyre habitual offender paid 23 billion 2009 lawsuit alone jampj pay hundreds millions getting baby powered right moderna never product successfully make market experimental mrna jab,0
8845,situation update may 4th 2021 beware financial fallout vaccine bioweapons death wave mike adams must video health news,0
8846,forced inject poisonous deadly vaccine body news good morning,0
8847,medicalpoliticalsocial engineering agenda new medical genetic injection trials censorship reported adverse side effects ethical questions conducting experimental vaccine trials human beingsespecially children,0
8848,time another round myth busters vaccine cause infertility recommended women trying get pregnant get vaccine soon possible protected baby protected well info,1
8849,extermination machine unmasked vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon,0
8850,gene therapy fast covid vaccine decades making pittsburgh postgazette,0
8851,beware financial fallout vaccine bioweapons death wave,0
8852,vaers twoyearold baby virginia dead six days second experimental pfizer mrna shot,0
8853,first dose covid vaccine yesterday say level autism unchanged,1
8854,experimental vaccine death rate israels elderly 40 times higher covid19 deaths researchers news lifesite,0
8855,covid vaccine media advisory genocidal biomedical impact persons vaccinated covid vaccine bioweapons causing nonvaccinated persons newsinsideout,0
8856,came grandparents locked isolated refused let go visitors theyre coming children making mask day avoid kids learn remotely amp get untested vaccine must stop children need us amp deserve fight,0
8857,need worry yet,1
8858,sad news bil milandra gates fair must fed amount time spends laptop tracking millions people vaccine implanted tracking device,0
8859,reasons covid vaccine 1 complete totalitarian control 2 depopulation,0
8860,microchip dna changer 5g human tracker nanotechnology communicator satan come inna vaccine fa free people hesitant,0
8861,healthy healthy ppl get vaccines im 67 never flu shot ever amp never flu keep d3 levels 60 amp close 100 since cv19 bioweapon amp wear mask nourish immune system instead amp remove junk carbs,0
8862,india new virus waves hit developing countries depopulation vaccine,0
8863,vaccine cause infertility contracting covid19 carries much higher risk getting vaccinated pregnant women get covid19 higher risk preterm still birth 1,1
8864,gene therapy alzheimers disease mouse model preserves learning memory,0
8865,inquiring minds want know pushing hard covid vaccineoh wait already knowdepopulation,0
8866,gene therapy vaccine,0
8867,got vaccine today weird unlike popular believe didnt give autism,1
8868,vaers twoyearold baby virginia dead six days second experimental pfizer mrna shot,0
8869,vaccine five doctors agree covid19 injections bioweapons,0
8870,next every vax psa says experimental vaccine emergency use side effects unknown serious everyone ignoring facts,0
8871,depopulation 101 jampj jab ends 35 year old mother 4,0
8872,anybody receives experimental jabvaccine research like job lab rat remember immune system designed help body recover disease virus sensible let job,0
8873,loving parent cant wait vaccinate young children experimental vaccine causing adults serious side effects needs psychiatric treatment,0
8874,formerpfizer vp yeadon dont think could come better plan depopulation pandemic vaccines,0
8875,read yesterday working experimental vaccine 10 years rna whatever crazy believe wanted virus could test thing research aint cheap,0
8876,virus unleashed upon world chinese lab never used clinical trials experimental mrna vaccine nearly mandated millions across country could go wrong,0
8877,cell gene therapy learn covid19 vaccine development featuring medicine maker power list winners,0
8878,put experimental vaccine arm still die virus youre vaccinated,0
8879,imagine letting someone inject experimental vaccine funded people openly supported population control body,0
8880,extermination machine unmasked vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon stillness storm,0
8881,doctors around world issue dire warning get experimental covid vaccine,0
8882,government reporting huge numbers covid vaccine deaths via,0
8883,need unsafe deadly vaccine paximune offer safe reliable preventative treatment virus infections elton muhammad @ 8326530834,0
8884,world citizensglobal vaccine danger warningex pfizer science head michael yeadon speaksgene therapy,0
8885,inoculation numbers china forcing citizens get poisendsorry mean take gene therapy mean edit dnas naturally occurring mrnadamnit mean vaccine,0
8886,alert vaccine bioweapon 5 doctors testify healthcare,0
8887,know deaths due vaccine like know deaths covidor severe medical outcomes permanent know reactions reported mhra yellow card system experimental trial data 1 via,0
8888,girl know keeps posting ig vaccine depopulation tactic really want erased memory point shes nice lol,0
8889,byedon harris stealing white house defunding police hello racism goodbye babies rights hello covid deaths deadly vaccine killed 1200 people already,0
8890,government allowed force people vaccinated experimentally approved drug could sterilize women long run liquidchip track us vaccinations slowing whats blame,0
8891,gene therapy dementia covid vaccine ms four patterns tau medpage today,0
8892,hey lockdowns dont work vaccine going kill people saves experimental doesnt come experimental trials 25 years hope good lawyer bc need,0
8893,hey yall gonna report head fda said certifying untested vaccine,0
8894,vaccine untested experimental biological agent whatever take,0
8895,pfe pfizer shares update ciffreo phase 3 gene therapy trial parent project muscular dystrophy,0
8896,beware highly experimental covid19 vaccine contains untested synthetic mrna,0
8897,sayin vaccine leading infertility men women amp hunch someone vaccine infertility spread,0
8898,cant sue pfizer moderna severe covid vaccine side effects government likely wont compensate damages either genocide decide experimental medicine,0
8899,infectious disease expert debunks covid19 vaccine infertility myth via,1
8900,independent covid aid india welcome natural friends amp free democracies india rushed vaccine paraguay counter chinas coercion taiwan amp taiwan reciprocated kind friendship increase future,0
8901,take experimental gene therapy masquerading vaccine instead forfeit job become engaged local civil disobedience overcome oppression,0
8902,dangerous side effects vaccine careful people,0
8903,youve seacrets bay dont need worry whats vaccine,1
8904,thoughts pretty soon anyone vaccine experimental drug change dna put quarantine prevent spread susceptible humans 05 immune vaccine 955 cleansed,0
8905,world citizensglobal vaccine danger warninex pfizer science head michael yeadon speaksgene therapy,0
8906,trying bribe people lying say take vaccine restrictions less lol wont anything want take experimental shot flu thanks,0
8907,beware financial fallout vaccine bioweapons death wave collapse tax revenues pensions real estate values dollar inevitable,0
8908,must continue controlled youre healthy dont get vaccine 1 in10 canada getting blood clots part gates depopulation plan dont fooled happening,0
8909,main reason take covid gene therapy jab,0
8910,govt agenda depopulation go like rock constitutionalist citizens oklahoma solicitors allowed neighborhood osdh taking covid19 vaccine road vaccination rates continue decline oklahoma,0
8911,needle anxiety causing vaccine hesitancy people read displaying resistance becoming experimental lab rats diabolical genetic maniputationjust could,0
8912,first doze vaccine,1
8913,david icke right everything vaccine passports totalitarian world government depopulation transhumanism biowarfare eugenics bill gates great reset thought wonder remove social media,0
8914,ectocooler lunchbox dont need worry whats vaccine,1
8915,fighting stigma gene therapy dementia covid vaccine ms four patterns tau investigational alzheimers treatment known bpn14770 patterns alzheimers disease review 1600 tau pet scans showed,0
8916,literally point even vaguest interest getting rushed vaccine developed extra corrupt admin think ur overly trusting get ur vaccine ur risk fuck telling ur peace mind @ cost mine,0
8917,hesitant get vaccine shot fear infertility get myth ask epidemiologist,1
8918,wait depopulation advocate recommends vaccinations control world population everyone lines vaccine pushing im crazy one saying,0
8919,pfizer gets fda approval excuse antivaxxers use next longer claim incorrectly vaccine experimental,1
8920,vaccine cause infertility give total power government take forced anyone tucker fox continue spread false information,1
8921,parents give thier kids give kids vaccine reality teens catch 1 recover one lead life self induced sahme cancer cure infertility,0
8922,sound stupid fuck anytime try bash anyone taking experimental bill gates vaccine fda wont approve know dangerous,0
8923,taking vaccine recommended guy openly advocates depopulation via vaccinations like jews lining shower concentration camp hitler convinced conserve water home,0
8924,whats bioweaponthey call vaccine,0
8925,dont know long term side effects covid vaccine breathe covid vaccine causes infertility change dna,0
8926,baby carrying eggs cells ever still think getting experimental covid vaccine pregnant affect fertility,0
8927,concept 14 lucky vaccine recipients tracking devices switched shot love fortune bill gates twist youre voted arm explodes,0
8928,everyone got pzifer vaccine feel like elitist,1
8929,people call us idiots wanting untested vaccine saying 3 years realize test dummies cant sue manufacturer caused side effects,0
8930,today pfizer shared update regarding phase 3 gene therapy trial ciffreo community pfizer yet opened sites within us study underway 14 trial sites across 8 countries,0
8931,yeah right experimental non fda approved gene altering lethal bioweapon injection going happen biden set new goal 70 americans getting least one vaccine dose july 4 washington post,0
8932,check latest update pfizer duchenne gene therapy phase 3 clinical program,0
8933,theres tracking device vaccine pocket,1
8934,term vaccine hesitancy used gaslight public want people think abnormal trust rushed unapproved experimental medical products w unknown risks longterm safety studies manufacturers zero liability dont fall,0
8935,alert vaccine bioweapon 5 doctors testify healthcare news,0
8936,whats shakin sir francis bacon check episode 30 congrats w pod hosts laura amp elizabeth chatted science covid19 vaccine doesnt change dna navigating positive result,1
8937,media government officials health officials public general stop saying vaccine experimental biological treatment wont volunteer clinical trial stop asking,0
8938,doctors including former pfizer respiratory vp amp chief scientific advisor file petition covid vaccine could linked infertility,0
8939,dont take vaccine shit made straight,0
8940,side effects discovered choose partake rushed market experimental vaccine yet fda approved may actually important clinical trial participants without even realizing,0
8941,fda authorize pfizer covid shot kids ages 1215 warning warning allow mandate experimental shot vaccine mrna changes dna facts long term side effects birth defects mental deficiencies,0
8942,worldwide machine unmasked vaccinated people making healthy people sick vaccine bioweapon specifically spike protein bioactive weapon designed spread person person,0
8943,like experimental program plugged computer take experimental killer vaccine alarm people,0
8944,partner announced continued progress gene therapy product candidate confirming leadin study registrational phase 3 affine fully enrolled data readout could come 2022,0
8945,control depopulation thats right sooner accept sooner stand fight see battlefield,0
8946,work hard terrify virus 997 survival rate ignoring proven treatments amp working much harder convince get experimental drug touted vaccine virus asking questions,0
8947,government set force everyone take unproven vaccine virus caused china get china supposedly worse flu,0
8948,keep hearing antivax types claim covid vaccines experimental absolute nonsense experiment part long since finished need learn fundamental difference experiment trial,1
8949,vaccines unprecedented mechanism dangerously experimental deaths mounting every reason doubt vaccine makers reassurances via,0
8950,covid cancer vaccine horizon vaccinations full swing gene therapy cancer may years away,0
8951,radio morning lasted 5 minutes brainwashing experimental vaccine coercion tactics began pollute airwaves point couldnt get turned quick enough everyone hear horrible side effects,0
8952,experimental medical injection vaccine per 6 frontline physicians physicians private practice words gates gang pay,0
8953,second vaccine less hour 8,1
8954,people mrna vaccine bodies turned bioweapons spike protein particles shedding mouth skin infecting ppl causing blood clots leading strokes heart attacks pulmonary embolism infertility,0
8955,friend mine read bottom sons report card vaxx required next fall people going complicit children least vulnerable receiving experimental vaccine could affect fertility insane,0
8956,experimental vaccine death rate israels elderly 40 times higher covid19 deaths researchers news lifesite,0
8957,vaccine done,1
8958,vaccine contains aborted baby fetus suspicious called vaccine gene therapy people accpet cos people belive virus going kill,0
8959,gene therapy dementia covid vaccine ms four patterns tau,0
8960,extermination machine unmasked vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon,0
8961,mainstream media questions new vax impacts fertility forcing young ppl take experimental vaccine may sterilize,0
8962,doctor refuses accept vaccinated patients dont take depopulation vaccine virus,0
8963,someone vaccine appointment fridayits lol someone love thats start right,1
